Targets	N.A	HumanOrtho	HumanTAAS	HumanTAAS.HumanOrtho	HumanOrtho_inTAASc	HumanTAAS_inTAASc	HumanTAAS.HumanOrtho_inTAASc	Types					
0.MERNU,PICPU,BUCRH,APAVI,EURHE,CAPCA	6	5	5	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,EURHE,CHLUN	3	3	2	66.66667	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,FULGL,CALAN	2	2	1	50	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,FULGL,CHAVO	2	2	2	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,GAVST,MESUN	5	5	4	80	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,HALAL,ANAPL	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,HALAL,GALGA	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,HALAL,GAVST	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,HALAL,TAUER	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,HALLE,CAPCA	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,HALLE,EGRGA	1	1	1	100	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,HALLE,PYGAD	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,HALLE,TINMA	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,NIPNI,CHAVO	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,NIPNI,PHALE	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,NIPNI,PTEGU	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,OPHHO,CAPCA	5	5	5	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,PELCR,GAVST	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,PELCR,TAUER	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,PHACA,CUCCA	5	5	5	100	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,PHACA,OPHHO	3	3	3	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,PHACA,STRCA	2	2	1	50	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,PHALE,PODCR	2	2	1	50	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,PODCR,MELGA	4	3	2	66.66667	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,PTEGU,TINMA	7	5	4	80	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,PYGAD,CHAPE	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,PYGAD,MESUN	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,TAUER,ANAPL	6	6	5	83.33333	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,TAUER,PHORU	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,TAUER,TINMA	3	2	2	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,TYTAL,GALGA	2	2	2	100	2	2	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,TYTAL,HALLE	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,TYTAL,PYGAD	2	2	1	50	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,APAVI,TYTAL,TINMA	10	7	3	42.85714	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,BALRE,CALAN,CHAPE	6	5	3	60	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,BALRE,GALGA,MELGA	17	16	14	87.5	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,CALAN,CHAPE,PODCR	4	4	2	50	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,CAPCA,CHLUN,TAUER	5	5	4	80	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,CATAU,PYGAD,APTFO	2	2	1	50	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,CATAU,TINMA,STRCA	9	6	6	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,CHAVO,BALRE,PHORU	1	1	1	100	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,CHAVO,MESUN,PTEGU	2	2	2	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,CHAVO,TINMA,STRCA	13	13	13	100	2	2	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,CHLUN,GALGA,MELGA	20	17	14	82.35294	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,CHLUN,TAUER,ANAPL	8	7	5	71.42857	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,EGRGA,CHAVO,BALRE	1	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,EGRGA,CHLUN,TAUER	2	2	1	50	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,EURHE,TINMA,STRCA	12	7	5	71.42857	1	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,FULGL,CHLUN,TAUER	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,GAVST,CHAVO,BALRE	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,GAVST,MESUN,PTEGU	6	5	4	80	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,HALAL,CHAVO,BALRE	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,HALAL,CHLUN,TAUER	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,HALLE,HALAL,GALGA	11	10	8	80	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,HALLE,HALAL,PODCR	2	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,HALLE,TINMA,STRCA	5	5	5	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,LEPDI,CALAN,CHAPE	9	8	6	75	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,LEPDI,CHAVO,BALRE	1	1	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,LEPDI,GALGA,MELGA	20	16	11	68.75	2	1	50	4_Random_controls					
0.MERNU,PICPU,BUCRH,LEPDI,HALLE,HALAL	14	13	9	69.23077	3	2	66.66667	4_Random_controls					
0.MERNU,PICPU,BUCRH,MELGA,TINMA,STRCA	13	9	5	55.55556	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,MESUN,PTEGU,ANAPL	5	4	3	75	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,MESUN,PTEGU,MELGA	4	4	4	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,NIPNI,PHORU,PODCR	5	4	3	75	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,OPHHO,MESUN,PTEGU	5	3	2	66.66667	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PELCR,CHLUN,TAUER	3	2	2	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PELCR,EGRGA,APTFO	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PELCR,EGRGA,MESUN	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PELCR,EGRGA,OPHHO	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PELCR,EGRGA,PODCR	2	2	2	100	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,PHACA,CHLUN,TAUER	3	3	3	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PHALE,EURHE,CHAPE	7	6	5	83.33333	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,PHALE,EURHE,CHAVO	3	3	3	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PHALE,EURHE,MESUN	6	6	5	83.33333	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PHALE,EURHE,OPHHO	3	3	2	66.66667	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PHALE,MESUN,PTEGU	2	2	2	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PHORU,TINMA,STRCA	8	7	6	85.71429	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PYGAD,APTFO,MELGA	1	1	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PYGAD,APTFO,PHORU	3	3	2	66.66667	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,PYGAD,APTFO,STRCA	7	5	4	80	2	2	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,PYGAD,PHORU,PODCR	1	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,TAUER,MESUN,PTEGU	5	5	5	100	1	1	100	4_Random_controls					
0.MERNU,PICPU,BUCRH,TYTAL,CHAVO,BALRE	4	3	2	66.66667	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,TYTAL,HALLE,HALAL	10	10	8	80	0	0	0	4_Random_controls					
0.MERNU,PICPU,BUCRH,TYTAL,TINMA,STRCA	7	6	6	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,CALAN,CHAPE,MESUN,PTEGU	10	10	9	90	0	0	0	4_Random_controls					
0.MERNU,PICPU,CATAU,CHAVO,BALRE,OPHHO	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,CATAU,MESUN,PTEGU,COLLI	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,CHAVO,BALRE,OPHHO,CHAPE	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,CHLUN,TAUER,CUCCA,MESUN	6	4	3	75	0	0	0	4_Random_controls					
0.MERNU,PICPU,CHLUN,TAUER,CUCCA,PHORU	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,CHLUN,TAUER,CUCCA,STRCA	1	1	1	100	1	1	100	4_Random_controls					
0.MERNU,PICPU,CHLUN,TAUER,GALGA,MELGA	19	16	14	87.5	1	1	100	4_Random_controls					
0.MERNU,PICPU,CHLUN,TAUER,PHORU,PODCR	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,CHLUN,TAUER,TINMA,STRCA	14	14	14	100	1	1	100	4_Random_controls					
0.MERNU,PICPU,COLST,FULGL,PYGAD,APTFO	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,CUCCA,GALGA,MELGA,ANAPL	46	39	35	89.74359	6	5	83.33333	4_Random_controls					
0.MERNU,PICPU,CUCCA,MESUN,PTEGU,COLLI	5	3	3	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,EGRGA,MESUN,PTEGU,COLLI	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,FULGL,PYGAD,APTFO,CALAN	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,FULGL,PYGAD,APTFO,CHAPE	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,FULGL,PYGAD,APTFO,OPHHO	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,GAVST,CHAVO,BALRE,OPHHO	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,HALAL,CHAVO,BALRE,OPHHO	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,HALLE,HALAL,CATAU,PELCR	3	2	1	50	0	0	0	4_Random_controls					
0.MERNU,PICPU,HALLE,HALAL,CATAU,PTEGU	6	5	5	100	1	1	100	4_Random_controls					
0.MERNU,PICPU,HALLE,HALAL,TINMA,STRCA	23	20	16	80	1	1	100	4_Random_controls					
0.MERNU,PICPU,MESUN,PTEGU,COLLI,ANAPL	6	5	2	40	2	1	50	4_Random_controls					
0.MERNU,PICPU,OPHHO,CHLUN,TAUER,CUCCA	3	2	1	50	0	0	0	4_Random_controls					
0.MERNU,PICPU,PELCR,EGRGA,CALAN,CHAPE	2	2	2	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,PELCR,EGRGA,NIPNI,CAPCA	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,PHALE,CHAVO,BALRE,OPHHO	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,PHORU,GALGA,MELGA,ANAPL	9	6	4	66.66667	1	1	100	4_Random_controls					
0.MERNU,PICPU,PYGAD,CALAN,CHAPE,CAPCA	3	3	3	100	0	0	0	4_Random_controls					
0.MERNU,PICPU,PYGAD,MESUN,PTEGU,COLLI	0	0	0	0	0	0	0	4_Random_controls					
0.MERNU,PICPU,TYTAL,PELCR,EGRGA,NIPNI	1	1	1	100	0	0	0	4_Random_controls					
0.MERNU,PYGAD,APTFO,MESUN,PTEGU,COLLI	0	0	0	0	0	0	0	4_Random_controls					
0.MESUN,PTEGU,COLLI,GALGA,MELGA,TINMA	16	16	13	81.25	0	0	0	4_Random_controls					
0.MESUN,PTEGU,COLLI,PHORU,TINMA,STRCA	9	7	7	100	0	0	0	4_Random_controls					
0.NESNO,BUCRH,PELCR,EGRGA,NIPNI,PHACA	2	1	1	100	0	0	0	4_Random_controls					
0.NESNO,CALAN,CHAPE,CAPCA,PHORU,PODCR	2	2	2	100	0	0	0	4_Random_controls					
0.NESNO,CARCR,MERNU,PICPU,BUCRH,APAVI	5	5	3	60	1	0	0	4_Random_controls					
0.NESNO,CHAVO,BALRE,CALAN,CHAPE,CAPCA	0	0	0	0	0	0	0	4_Random_controls					
0.NESNO,FULGL,PYGAD,APTFO,MESUN,PTEGU	1	1	1	100	0	0	0	4_Random_controls					
0.NESNO,HALLE,HALAL,CALAN,CHAPE,CAPCA	4	3	3	100	1	1	100	4_Random_controls					
0.NESNO,HALLE,HALAL,CATAU,MESUN,PTEGU	1	1	0	0	1	0	0	4_Random_controls					
0.NESNO,HALLE,HALAL,PELCR,EGRGA,NIPNI	2	1	1	100	0	0	0	4_Random_controls					
0.NESNO,MERNU,PICPU,BUCRH,APAVI,EGRGA	3	1	1	100	0	0	0	4_Random_controls					
0.NESNO,MERNU,PICPU,BUCRH,APAVI,HALAL	0	0	0	0	0	0	0	4_Random_controls					
0.NESNO,MERNU,PICPU,BUCRH,APAVI,PHACA	2	1	1	100	0	0	0	4_Random_controls					
0.NESNO,MERNU,PICPU,BUCRH,CHAVO,BALRE	0	0	0	0	0	0	0	4_Random_controls					
0.NESNO,MERNU,PICPU,BUCRH,PYGAD,APTFO	1	0	0	0	0	0	0	4_Random_controls					
0.NESNO,MERNU,PICPU,BUCRH,TINMA,STRCA	17	15	12	80	2	2	100	4_Random_controls					
0.NESNO,MERNU,PICPU,PELCR,EGRGA,NIPNI	1	1	1	100	0	0	0	4_Random_controls					
0.NESNO,PELCR,EGRGA,CHLUN,TAUER,CUCCA	1	1	1	100	0	0	0	4_Random_controls					
0.NESNO,PELCR,EGRGA,NIPNI,CHLUN,TAUER	0	0	0	0	0	0	0	4_Random_controls					
0.NESNO,PELCR,EGRGA,NIPNI,PHACA,BALRE	1	1	1	100	0	0	0	4_Random_controls					
0.NESNO,PELCR,EGRGA,NIPNI,PHACA,CALAN	3	3	3	100	0	0	0	4_Random_controls					
0.NESNO,PHALE,EURHE,GALGA,MELGA,ANAPL	7	5	3	60	0	0	0	4_Random_controls					
0.NESNO,TYTAL,PELCR,EGRGA,NIPNI,PHACA	0	0	0	0	0	0	0	4_Random_controls					
0.NIPNI,FULGL,PYGAD,APTFO,CALAN,CHAPE	2	2	2	100	0	0	0	4_Random_controls					
0.NIPNI,FULGL,PYGAD,APTFO,CHAVO,BALRE	0	0	0	0	0	0	0	4_Random_controls					
0.NIPNI,FULGL,PYGAD,APTFO,TINMA,STRCA	7	7	7	100	0	0	0	4_Random_controls					
0.NIPNI,PHALE,EURHE,CALAN,CHAPE,CAPCA	2	1	1	100	0	0	0	4_Random_controls					
0.NIPNI,PHALE,EURHE,MESUN,PTEGU,COLLI	0	0	0	0	0	0	0	4_Random_controls					
0.OPHHO,CALAN,CHAPE,CAPCA,CHLUN,TAUER	3	3	3	100	0	0	0	4_Random_controls					
0.OPHHO,CALAN,CHAPE,GALGA,MELGA,ANAPL	36	33	28	84.84848	5	4	80	4_Random_controls					
0.OPHHO,CHLUN,TAUER,CUCCA,GALGA,MELGA	8	7	5	71.42857	0	0	0	4_Random_controls					
0.OPHHO,CHLUN,TAUER,CUCCA,MESUN,PTEGU	5	5	4	80	1	0	0	4_Random_controls					
0.PELCR,CHAVO,BALRE,MESUN,PTEGU,COLLI	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,CALAN,CHAPE,CAPCA,MESUN	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,CALAN,CHAPE,CAPCA,STRCA	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,CALAN,CHAPE,CAPCA,TINMA	2	2	2	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,CHAVO,BALRE,GALGA,MELGA	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,CHAVO,BALRE,OPHHO,CAPCA	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,CHLUN,TAUER,CUCCA,GALGA	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,CHLUN,TAUER,CUCCA,PHORU	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,CHLUN,TAUER,TINMA,STRCA	1	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,FULGL,PYGAD,APTFO,ANAPL	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,FULGL,PYGAD,APTFO,EURHE	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,FULGL,PYGAD,APTFO,MELGA	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,APTFO,CHAVO,BALRE	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,BALRE,PHORU,PODCR	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,CALAN,CHAPE,PODCR	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,CHAVO,BALRE,PHORU	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,CHLUN,TAUER,GALGA	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,MESUN,PHORU,PODCR	1	1	1	100	1	1	100	4_Random_controls					
0.PELCR,EGRGA,NIPNI,MESUN,PTEGU,GALGA	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,MESUN,TINMA,STRCA	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,ANAPL,TINMA	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,APTFO,CALAN	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,APTFO,CAPCA	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,APTFO,CHAPE	5	5	5	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,APTFO,EURHE	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,APTFO,TINMA	2	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,CALAN,TINMA	4	3	2	66.66667	1	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,CAPCA,GALGA	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,CHAPE,COLLI	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,CHAVO,CHLUN	1	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,CHAVO,CUCCA	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,CHAVO,GALGA	1	1	1	100	1	1	100	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,CHLUN,CUCCA	5	5	5	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,CHLUN,PTEGU	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,COLLI,STRCA	2	2	1	50	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,CUCCA,MELGA	4	4	3	75	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,EURHE,BALRE	3	1	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,EURHE,CHLUN	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,EURHE,CUCCA	4	2	2	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,EURHE,OPHHO	3	3	3	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,FULGL,PTEGU	2	2	1	50	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,FULGL,PYGAD	5	4	3	75	4	3	75	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,GAVST,COLLI	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,MELGA,ANAPL	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,OPHHO,CALAN	3	3	3	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,OPHHO,CHAPE	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,OPHHO,MESUN	2	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,OPHHO,PHORU	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PHALE,ANAPL	3	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PHALE,BALRE	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PHALE,PTEGU	4	4	3	75	2	1	50	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PHORU,ANAPL	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PODCR,STRCA	2	2	2	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PODCR,TINMA	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PTEGU,GALGA	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PTEGU,PHORU	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PTEGU,STRCA	2	2	2	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PYGAD,CHLUN	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PYGAD,CUCCA	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PYGAD,OPHHO	1	1	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PYGAD,PTEGU	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHACA,PYGAD,TAUER	2	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHALE,EURHE,BALRE	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PHALE,EURHE,TAUER	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PODCR,TINMA,STRCA	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PTEGU,TINMA,STRCA	2	2	2	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PYGAD,APTFO,CAPCA	1	1	0	0	1	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PYGAD,APTFO,CHAVO	2	2	2	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PYGAD,APTFO,EURHE	3	3	2	66.66667	2	1	50	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PYGAD,APTFO,PHORU	1	1	1	100	1	1	100	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PYGAD,APTFO,PTEGU	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,NIPNI,PYGAD,CHAVO,BALRE	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,PHALE,CHAVO,BALRE,OPHHO	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,EGRGA,PHALE,EURHE,CHAVO,BALRE	4	4	4	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,PHORU,GALGA,MELGA,ANAPL	3	3	2	66.66667	0	0	0	4_Random_controls					
0.PELCR,EGRGA,PYGAD,APTFO,MESUN,PTEGU	2	2	2	100	0	0	0	4_Random_controls					
0.PELCR,EGRGA,PYGAD,MESUN,PTEGU,COLLI	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,FULGL,PYGAD,APTFO,CALAN,CHAPE	1	1	1	100	0	0	0	4_Random_controls					
0.PELCR,FULGL,PYGAD,APTFO,TINMA,STRCA	2	2	2	100	0	0	0	4_Random_controls					
0.PELCR,PHALE,EURHE,CHLUN,TAUER,CUCCA	0	0	0	0	0	0	0	4_Random_controls					
0.PELCR,PYGAD,APTFO,CALAN,CHAPE,CAPCA	0	0	0	0	0	0	0	4_Random_controls					
0.PHACA,CHAVO,BALRE,CALAN,CHAPE,CAPCA	0	0	0	0	0	0	0	4_Random_controls					
0.PHACA,CHAVO,BALRE,MESUN,PTEGU,COLLI	0	0	0	0	0	0	0	4_Random_controls					
0.PHACA,CHLUN,TAUER,GALGA,MELGA,ANAPL	9	6	6	100	0	0	0	4_Random_controls					
0.PHACA,FULGL,PYGAD,APTFO,CALAN,CHAPE	3	3	2	66.66667	2	1	50	4_Random_controls					
0.PHACA,FULGL,PYGAD,APTFO,PHALE,EURHE	0	0	0	0	0	0	0	4_Random_controls					
0.PHACA,MESUN,PTEGU,GALGA,MELGA,ANAPL	12	12	9	75	2	1	50	4_Random_controls					
0.PHACA,PHALE,EURHE,CALAN,CHAPE,CAPCA	2	1	1	100	0	0	0	4_Random_controls					
0.PHALE,CALAN,CHAPE,MESUN,PTEGU,COLLI	3	3	3	100	0	0	0	4_Random_controls					
0.PHALE,CHAVO,BALRE,OPHHO,CHLUN,TAUER	0	0	0	0	0	0	0	4_Random_controls					
0.PHALE,CHAVO,BALRE,OPHHO,MESUN,PTEGU	1	0	0	0	0	0	0	4_Random_controls					
0.PHALE,CHLUN,TAUER,GALGA,MELGA,ANAPL	8	8	8	100	1	1	100	4_Random_controls					
